electrical demand,hot water demand,space heating demand
38.2721,22.1886,244.078
39.3554,8.34108,231.272
50.9551,18.2467,378.466
42.6456,12.0574,433.81
57.8437,26.4657,553.332
49.679,116.327,441.01
53.9924,2.32793,419.152
45.7275,24.3335,412.098
73.1372,1.363,396.665
59.9258,30.7547,382.15
43.3617,204.198,374.596
56.6024,6.59084,219.682
49.2728,0.910043,166.51
44.1755,11.7691,113.872
41.2032,0.0784693,124.025
34.5616,2.7871,132.6
45.0692,0.0415334,120.909
37.3995,0,141.567
33.3444,7.79984,141.068
39.5741,31.5505,149.496
39.4947,40.7043,149.514
31.8123,0,151.203
32.1529,0,153.753
24.4145,59.6841,154.256
34.5712,0,158.137
26.5469,0,170.45
30.9194,0,173.85
28.7245,0,314.795
27.6232,0,274.838
34.3499,237.174,530.29
37.1614,100.516,1009.96
32.0883,7.11723,635.292
28.2607,9.15399,363.041
33.0989,9.12569,524.397
32.1641,11.8522,333.717
37.1249,22.5365,348.317
49.1827,6.46974,229.976
43.1964,16.4214,188.138
58.957,11.5151,135.816
48.4377,95.1381,184.15
44.0782,37.0415,93.2959
50.7211,29.4969,173.013
45.1791,40.1449,215.927
70.2768,40.6262,232.261
64.3553,133.275,693.748
39.0092,123.296,384.125
36.3738,22.134,433.248
40.0816,458.135,396.996
39.9613,45.5679,393.142
41.4336,20.858,380.959
59.0958,7.66226,507.915
46.154,67.1257,455.861
75.5306,45.8945,704.377
60.3954,64.0077,580.982
59.4687,32.263,603.316
113.234,71.1041,603.18
73.4055,12.663,582.51
70.3136,0,353.609
57.3184,0.501895,129.183
71.2407,0.265046,125.518
58.8366,0.292394,81.5484
53.3893,0.156999,50.7068
49.411,2.0014,108.371
42.6343,0,131.61
53.1762,0.0399808,139.804
40.1134,0,139.787
35.5661,0,140.8
34.2459,0,146.793
28.5307,0,145.894
33.0676,0,152.891
24.2687,0,150.118
30.5825,0,148.311
30.4341,0,47.4413
25.517,0,123.938
29.4474,0,183.405
26.6415,0,276.719
34.2211,0,379.181
34.0673,0,368.461
26.6884,2.69959,1118.01
39.2905,598.869,1044.23
47.575,94.1408,508.099
30.6263,4.39789,368.891
30.8492,37.234,256.527
29.8974,34.7708,247.744
25.9895,7.13228,231.524
36.6413,23.6922,199.812
37.8167,35.9227,157.888
25.8561,201.782,184.412
40.2089,43.3178,149.551
25.6972,67.9926,141.214
43.9069,23.3467,174.51
51.2045,17.0586,212.647
47.4469,21.5579,615.854
49.6871,11.7328,309.587
31.5102,3.10046,454.796
35.5437,20.099,444.29
32.6237,15.8718,544.614
45.939,8.23633,517.657
65.1094,8.73645,652.448
48.8225,44.1982,622.613
66.6945,93.1236,724.693
57.4453,21.6552,646.984
46.3819,5.55195,644.292
66.6192,17.2789,667.202
62.0112,86.8382,798.316
68.1567,66.7998,447.679
57.2208,135.39,248.645
65.6662,67.1786,263.766
52.5471,1.16367,121.8
55.782,14.4922,110.457
49.1385,8.20285,134.736
41.2884,0.0577327,145.453
51.0671,12.2053,145.572
36.643,60.0495,144.425
63.5281,0,141.846
40.6106,0,149.965
29.2903,0,144.683
37.2371,0,149.953
25.8306,0,145.914
31.1802,0,149.677
27.7796,0,148.383
25.5762,0,147.54
35.0517,0,161.206
22.9036,0,249.249
33.0348,6.40592,433.423
36.8126,14.9692,369.234
30.0515,7.96951,863.954
33.3411,1.01285,849.19
41.7499,3.87148,554.45
37.3482,17.8641,420.572
33.9594,22.244,381.929
30.4686,72.1916,405.349
30.2331,239.069,634.883
33.5622,35.9795,493.311
32.1021,68.1874,622.909
47.026,10.4532,484.855
41.4115,106.692,461.457
48.8649,20.845,439.619
58.1385,56.7927,404.941
48.5592,26.8064,404.031
44.2864,43.5799,886.461
46.5911,10.5673,631.532
45.5398,198.477,582.699
36.0265,1.71416,585.247
43.2413,4.97227,532.96
43.6613,22.0577,519.414
58.243,94.0948,623.188
53.4336,29.7765,592.289
57.5382,18.6638,691.413
57.527,109.651,613.793
57.7845,13.9068,569.974
78.7045,69.1761,566.92
53.0541,1.64262,539.869
58.0542,37.5217,320.014
55.9549,0.58086,175.916
55.7143,1.74332,173.115
50.0196,19.7,67.9523
49.6584,0.702133,39.9185
49.3057,3.67365,35.8031
43.694,6.50519,86.7912
47.5061,0.0384885,101.457
40.8021,0,109.832
36.1539,0,110.753
29.9423,0,117.815
30.7614,0,122.325
27.8027,0,124.553
25.0384,0,134.33
31.2018,0,135.791
27.5918,0,146.091
25.1848,0,144.403
30.0062,0,161.86
29.3659,0,263.408
33.3731,0,363.524
32.1119,0,349.295
30.9796,8.85435,849.545
34.0507,237.215,565.408
35.2096,14.967,549.763
31.0257,8.49126,518.053
40.3676,25.2443,246.428
29.3874,43.9238,232.04
36.4516,124.346,251.256
30.2427,31.5306,210.168
33.7962,167.241,150.353
26.1968,211.624,184.125
41.2401,10.1589,155.149
46.0911,35.7439,138.926
55.8948,63.5142,180.575
35.6627,32.8822,189.769
43.6914,34.0559,575.642
50.3223,3.40702,298.496
32.4923,8.62769,416.766
50.2537,19.6158,370.359
56.2146,19.2507,404.019
44.4856,66.7905,325.388
37.5723,31.9184,387.236
55.9308,41.9625,476.826
62.002,20.3166,623.616
73.1248,96.876,569.226
61.9109,6.8425,617.832
83.2286,11.1501,613.313
154.282,133.297,600.145
292.55,461.318,391.485
169.135,7.56368,218.154
151.665,1.11618,214.38
112.874,0.453457,118.612
67.5991,0.862678,87.8842
46.165,0.267542,113.642
51.3621,0.0192442,139.076
43.5802,0,153.934
37.765,0,150.29
34.7016,0,162.033
24.4217,0,163.482
32.6191,0,169.914
26.2883,0,173.28
32.3545,0,169.417
29.9921,0,178.581
23.6392,0,174.427
32.3201,0,177.991
26.8165,0,189.992
32.5924,0,284.317
27.8096,0,387.856
31.4889,0,369.517
32.2191,0.373801,872.923
25.1227,0.266539,534.21
38.7932,17.6603,373.645
27.7457,3.61815,350.677
38.4214,23.6542,255.889
35.2439,97.6448,537.406
56.1369,72.317,292.374
72.7703,514.314,222.774
175.375,82.5844,129.141
74.2857,74.168,177.001
39.5737,37.339,118.87
59.7306,10.4394,105.812
63.456,7.62816,110.453
53.9534,14.6535,120.895
53.5847,6.03776,506.69
35.9913,22.8107,233.223
46.3799,67.8624,471.965
30.5407,0.0985175,402.387
40.9678,69.3304,430.703
39.2883,76.4127,421.087
44.1311,24.572,553.906
126.603,10.7681,517.813
89.1576,45.5575,663.233
111.896,198.184,584.738
80.6609,70.9039,636.703
54.3974,21.9661,634.277
58.397,0.795706,603.677
54.538,2.63269,362.687
50.5155,0.0399808,201.438
55.4679,1.69996,198.238
46.3661,2.04138,74.0587
52.0492,191.57,43.4106
49.5521,1.02159,119.449
46.9979,0.0415334,141.324
47.844,0.0599712,143.53
30.1103,0,146.711
31.6187,1.2594,150.456
29.2118,0.0599712,148.837
31.8721,0,155.185
25.1717,0,160.205
28.5642,0,163.207
27.6893,0,169.819
27.4562,0.0599712,173.106
27.4147,0,196.425
27.7892,0,176.016
30.5661,0,797.635
28.8193,0,668.157
27.4382,0.0399808,524.404
29.3123,0,527.125
26.8614,13.5647,527.974
34.3601,8.15032,608.128
30.1534,63.3915,476.566
37.4495,37.9889,353.1
34.4519,90.0133,325.134
30.0928,44.7281,299.519
34.536,51.1361,309.034
32.0316,53.2608,539.146
32.5832,182.922,378.889
40.4748,48.8592,398.996
40.2746,25.5511,315.646
56.0849,93.3177,370.599
36.5374,12.4719,365.164
46.7312,48.9595,513.786
60.8974,37.2775,835.521
60.4945,16.5749,558.481
44.8222,12.1709,463.435
71.0826,21.3885,552.125
77.6681,12.7421,501.548
63.156,7.77201,527.411
68.2691,83.4265,428.754
62.5644,185.691,620.548
56.2203,98.2138,443.15
49.3494,82.3436,452.676
73.0894,14.3093,450.158
64.9024,3.78019,532.743
70.271,35.5088,492.377
86.8352,595.168,505.307
177.998,0.192442,346.825
106.692,0,239.264
63.9074,3.64393,171.551
48.6819,0.0415334,169.541
41.8496,11.9943,170.796
44.3544,2.0014,176.199
42.95,0,180.125
33.0063,0,185.732
37.2608,0,195.485
25.7686,0,191.819
30.448,0,193.209
27.2162,0,198.254
27.7127,0,189.427
29.4498,0,193.06
26.6437,0,188.914
30.8748,0,185.741
23.7103,0,803.187
32.5635,0,653.28
33.4344,0,369.977
30.3364,0,517.495
35.6747,0,526.883
38.7444,0.399808,409.785
55.183,6.914,342.778
33.6905,78.9534,658.66
41.0285,104.377,471.547
32.2762,458.322,274.357
33.317,26.7833,325.75
40.8328,75.5812,233.652
29.2859,186.024,211.552
51.672,23.1782,253.538
182.372,49.47,314.616
92.6596,61.1468,211.958
154.861,15.1944,165.751
45.0343,17.0913,214.026
101.011,3.94317,643.286
87.8514,14.6584,422.709
61.9756,18.384,399.253
52.752,102.134,548.747
54.5972,157.86,516.399
61.864,178.733,623.67
70.084,94.2058,669.601
70.2545,60.2386,724.563
93.4374,9.67966,501.762
114.59,266.778,512.537
73.4607,16.0856,512.485
75.3528,9.43313,491.277
77.7332,0,480.632
70.1208,0,568.819
64.1766,1.04725,379.895
71.8046,21.5614,255.904
54.5857,4.54871,234.904
52.6618,1.52851,191.87
43.4012,2.86712,187.234
38.885,0,194.174
47.0774,0,201.843
31.9553,0.0399808,205.805
38.2068,0,212.498
31.659,0,209.036
34.8368,0,217.808
29.9737,0,208.475
36.9989,0,212.478
29.4361,0,212.225
28.8687,0,203.309
30.5847,0,209.499
26.3253,0,292.115
34.5369,24.0418,415.841
28.0144,70.3662,415.9
34.9251,0,938.578
28.0641,1.19942,682.237
28.5799,53.9683,448.683
53.4587,13.5836,626.8
53.781,18.2073,891.138
51.516,158.794,762.076
35.0194,62.1719,499.088
49.143,58.1181,398.345
45.2574,237.947,300.711
47.1882,2.67567,322.549
51.7821,45.4774,109.933
158.128,18.071,236.804
75.5577,7.3818,217.028
60.3311,4.63649,212.816
66.0153,106.372,699.977
200.923,5.47622,398.534
83.0478,1.1109,442.491
93.1929,463.692,401.456
35.3328,151.061,410.53
48.4132,63.1743,502.541
59.1412,6.82816,791.367
182.227,43.6556,635.691
181.208,52.292,741.926
77.4951,67.3543,671.848
108.589,83.5234,706.953
78.8115,10.4602,702.221
79.6529,16.5775,680.362
76.6889,13.1053,423.162
68.7162,0,254.569
75.2537,2.8893,251.172
62.218,0.427798,142.249
53.9946,2.77507,116.283
55.2181,0.711769,170.097
58.8083,2.0014,173.576
53.989,0,189.889
52.0338,0,190.682
49.8242,0,198.745
40.5796,0,205.082
32.7192,0,211.574
32.5593,0,216.255
28.7263,0,219.387
30.4189,0,224.102
24.6919,0,230.57
30.6747,0,216.401
29.2094,0,224.723
27.8954,0,313.465
28.5858,0,281.06
29.3099,0,351.479
31.9928,0,896.457
31.3895,3.31769,746.196
33.5032,205.619,693.293
48.6951,255.562,653.913
46.9622,40.3367,376.145
61.386,131.736,306.94
28.1287,24.1277,195.844
50.1189,17.746,168.973
33.3866,73.5615,253.583
34.1852,66.0727,109.169
37.1793,17.4848,140.195
45.7439,55.3527,146.971
53.3294,33.1056,168.488
61.405,113.566,186.082
43.5472,42.3115,710.712
58.2972,19.6351,413.193
42.3941,452.714,447.369
42.1755,1.02533,410.503
42.9629,17.4076,424.066
44.1996,44.7197,425.766
64.1508,13.9319,549.35
59.7433,4.00993,527.129
57.2292,54.9994,626.584
57.7007,68.9627,549.82
48.6737,46.2183,628.734
59.6294,11.9348,653.62
74.224,3.99968,870.632
62.4779,0.47977,570.275
70.8622,1.30375,462.547
68.6831,3.09191,394.764
63.0262,2.27216,178.413
60.8571,6.18918,219.82
44.594,0.792801,221.513
42.7894,0.613039,231.266
42.123,0.262474,233.391
39.4698,0.0392635,239.805
40.5525,46.3129,247.714
35.9488,0,248.762
39.6414,0,253.575
38.2372,0,255.122
32.798,0,258.81
25.3241,0,251.007
32.3136,0,247.644
25.2425,0,232.313
27.529,0,231.133
30.0395,0,344.211
28.8255,0,423.414
30.2172,0,188.326
24.0514,1.6255,954.419
38.5483,4.93097,801.32
36.5077,80.087,804.888
36.326,36.8378,734.894
67.5407,102.807,727.638
32.7728,293.914,694.372
38.6586,559.276,570.649
37.0407,14.3863,930.354
59.412,104.764,533.345
59.246,13.6401,694.841
43.5494,38.3773,580.605
45.1274,41.9209,513.832
131.229,4.35394,367.039
34.481,48.2269,334.542
36.3577,28.4445,817.978
51.3087,19.2449,549.405
39.845,9.07952,570.06
32.211,14.0147,542.77
47.4085,20.1239,537.899
35.0786,10.2304,522.761
42.7689,67.8362,651.914
34.4604,5.68147,638.413
57.8643,44.9705,646.407
74.5813,39.0549,688.898
40.2551,4.47271,691.228
66.8525,14.0212,661.072
75.055,5.77283,767.166
90.2725,30.9218,510.341
76.107,1.30861,253.228
65.9362,191.931,222.836
67.3079,13.1296,144.214
60.0413,5.54688,95.7235
54.3209,0.250175,147.856
51.0719,5.22583,163.782
46.7731,0,163.521
34.0958,0,172.416
32.614,0,171.497
31.5082,0,174.631
30.4284,0,182.017
28.3274,0,180.212
29.0503,0,180.803
27.6285,0,159.866
31.7366,0,161.062
25.7599,0,155.433
32.3979,0,162.151
29.8389,0,151.33
24.6748,0,237.515
34.1527,0.0399808,331.355
35.2055,1.5326,887.896
53.8742,5.39934,656.23
61.3734,19.277,612.487
73.123,2.53442,439.382
83.5243,589.706,390.96
62.6155,81.6241,616.792
51.2273,26.0518,586.016
93.821,24.4997,552.163
48.5312,100.749,392.673
44.0023,129.849,410.538
35.9815,3.23296,557.094
42.0143,15.5513,304.74
37.4092,16.1605,226.647
49.042,27.2193,347.146
38.8317,28.6737,797.744
35.3711,17.0518,393.203
32.9408,7.6028,403.905
30.5268,8.23277,339.44
35.6822,79.2919,508.846
30.8883,12.2241,402.836
55.2373,9.42098,515.491
43.5808,182.691,500.077
74.7483,85.5786,739.404
86.7348,73.8333,614.776
103.098,16.7834,632.359
65.1271,77.4385,618.802
62.4557,29.1078,613.292
66.6082,63.3821,374.814
79.6761,0.0199904,219.398
58.2916,25.3899,381.099
64.2814,49.0855,73.9763
52.3555,56.5398,43.6216
52.2081,8.38754,42.2343
47.3879,8.80269,106.166
42.7453,0.373801,106.802
46.6171,0,112.133
37.5238,0,121.478
34.2453,0,123.016
34.3062,0,135.843
28.5086,0,134.606
28.3283,0,136.905
25.2466,0,139.398
31.0662,0,142.373
28.5364,0,147.873
26.3701,0,147.42
32.004,2.49214,243.734
32.2291,7.9877,331.732
29.2857,0.907253,209.921
28.3517,181.624,790.227
32.8649,57.7764,885.658
34.708,0,545.509
28.373,8.41335,258.381
35.2921,50.4046,159.082
31.9863,169.223,141.37
28.1467,6.56711,107.732
31.9179,5.31297,85.8687
23.7112,45.3619,41.0423
35.1314,45.3221,67.4704
29.0443,77.5355,84.1435
41.2587,14.057,36.6171
56.8441,17.53,83.1114
40.1385,14.776,83.1011
45.818,15.2609,427.548
48.2989,19.3626,165.654
68.7805,43.6084,218.048
46.9014,17.8067,186.278
51.4755,110.802,261.078
97.9033,5.48983,265.911
193.209,26.8522,375.884
94.6222,24.1224,359.521
148.549,376.964,570.508
224.032,323.231,453.153
95.0431,38.0353,480.162
236.892,84.27,471.283
82.0014,2.33422,470.521
80.7405,0.0399808,283.245
78.474,1.15491,155.847
71.4432,1.76074,90.1098
63.778,0.872977,54.7493
51.5981,0.722123,28.5662
60.7074,0.0800219,24.1682
50.1468,0.211687,27.1264
42.0182,0,27.7562
45.2317,0,28.2442
35.7196,0,53.9095
36.7202,0,63.403
30.2293,0,70.6916
26.6941,0,70.5125
37.445,0,73.0239
19.8962,0,63.3788
31.9425,0,70.1845
29.8018,0,80.5667
27.112,0,50.6315
34.6945,0,778.488
24.8933,0,477.238
34.6836,0,285.682
25.8422,0,414.339
36.4151,180.724,635.535
48.1966,288.584,380.014
60.7564,61.4549,300.655
51.9316,1.70188,234.427
33.4624,116.2,237.837
35.8702,421.989,167.36
27.9924,2.79716,156.83
36.8092,2.55584,77.2011
32.6504,55.7309,89.6639
26.7117,34.8553,98.2736
50.8488,21.5285,196.189
38.4033,3.98322,75.2406
43.0587,15.9096,40.2401
62.9767,14.8268,66.2713
183.847,63.4306,301.966
82.9868,14.4698,190.592
42.8982,3.37424,146.449
47.5171,48.8496,235.941
48.5508,12.0604,218.189
57.0473,97.1756,329.722
58.6723,6.49386,388.643
53.9436,48.049,433.89
48.3939,22.8898,268.034
38.1269,0.963305,294.019
64.0322,2.22106,291.837
62.2148,0.88365,407.692
72.5486,4.62942,319.108
75.8842,5.5504,308.152
82.8914,2.33497,428.418
83.0162,3.6139,185.983
60.2182,41.5745,160.512
64.0521,135.983,165.72
45.4524,61.3285,169.808
53.8122,14.0719,175.37
64.8923,0,179.584
42.4698,0,188.921
38.6908,0,195.54
25.4611,0,199.192
31.5998,0,206.916
30.1813,0,206.077
27.3981,0,109.953
26.9488,0,143.332
30.7948,0,217.061
30.8504,0,205.069
22.7595,0,804.083
32.8206,0,702.399
26.2887,0,477.669
32.248,357.479,397.043
48.8844,426.156,628.487
72.2729,2.74767,554.925
49.5759,26.4894,614.631
34.0214,9.24434,255.173
38.8408,18.4901,247.43
37.4208,23.6375,236.407
39.1422,16.6931,213.023
41.358,103.31,165.638
47.2926,98.5851,155.335
46.4947,69.0985,195.904
59.1844,30.3058,283.407
61.6765,23.074,197.952
45.9507,6.73707,164.843
49.4938,22.3523,185.869
39.0971,27.5941,587.592
70.6608,4.35682,373.433
54.7919,16.1234,350.641
38.318,6.47431,424.727
49.7869,15.5658,462.47
40.2984,5.30921,518.625
38.3708,74.2473,565.747
45.7379,62.3599,581.613
33.8593,10.8217,368.214
57.199,165.426,366.531
46.9083,84.9941,366.764
47.5936,6.95449,349.095
56.2924,11.0684,318.341
43.8046,0.17325,366.172
40.5313,7.10707,223.167
63.4557,2.1182,194.778
57.254,1.21873,180.641
45.7897,0.0584789,185.147
39.1192,0.235356,185.364
36.0053,2.08291,200.769
38.6331,0,200.329
36.6725,0,211.245
29.3976,0,210.169
37.1524,0,218.167
29.4464,0,224.6
29.7526,0,226.633
31.8718,0,234.92
25.6886,0,238.213
31.1918,0,233.109
26.9969,0,221.09
30.1475,0,309.183
29.2043,0,263.065
24.471,0.879578,279.634
32.5867,0,820.011
25.8167,7.38556,583.778
33.6902,46.9709,468.26
39.0417,10.2989,508.707
51.4847,173.864,400.527
43.3481,192.932,301.65
47.8731,15.9001,385.208
48.4027,114.673,216.886
49.7987,22.307,141.26
40.9564,344.922,136.168
53.7862,94.2001,114.652
44.8793,16.4511,104.152
49.1798,11.0964,117.394
29.3584,15.6277,110.853
84.2692,59.771,500.642
42.3587,28.5533,227.049
50.0188,17.7147,356.947
41.8737,2.36738,329.613
39.7401,25.5146,411.977
47.1297,12.8816,399.95
44.0595,6.10439,522.796
93.7419,4.29221,604.967
75.4521,101.281,631.888
56.3435,144.758,565.003
79.6036,136.384,562.914
79.8954,80.6944,538.251
77.3516,8.85853,527.131
80.1207,12.2393,459.476
96.2549,0.886878,213.531
81.602,184.832,189.259
79.0618,55.7063,116.694
56.2057,0.373801,40.031
51.9626,5.1819,51.2373
47.4488,0.584955,103.701
42.0566,0.449051,105.905
39.3228,0.0399808,107.721
33.9423,0,134.668
32.5491,0.0392635,128.052
32.0014,0,142.69
28.3165,0,150.625
29.24,0,160.459
32.2598,0,174.355
25.1056,0.0599712,184.107
32.7856,0,211.803
28.319,0,191.937
28.0473,0,281.638
33.3748,0,271.714
24.8811,0,286.512
39.6638,0.0392635,942.58
27.4491,149.745,731.671
34.3504,188.072,712.423
41.8749,21.894,667.021
31.2688,20.178,534.02
34.6674,24.914,400.297
28.2387,9.69872,623.387
30.5139,19.8743,444.135
32.1348,23.6706,418.847
33.5505,0.199904,558.614
48.6035,77.6284,447.568
36.5043,21.5095,446.987
40.5177,12.815,401.303
47.3682,12.7587,362.001
127.224,9.18778,792.607
39.9632,19.7243,523.21
50.0969,7.3245,383.654
47.848,194.167,612.815
49.3038,4.2876,601.113
37.3458,9.14321,615.291
29.7182,73.6596,621.237
58.5738,23.5002,633.43
97.4835,119.481,756.454
71.0855,578.551,695.489
58.9439,18.7841,756.614
195.162,13.5186,740.09
122.613,0.196318,709.675
269.766,163.235,415.857
168.08,0.771203,235.891
130.389,56.261,239.892
54.6632,2.32855,92.8004
53.7523,4.86329,167.487
58.3199,13.262,185.659
41.4837,11.1259,191.009
50.1753,0,30.4435
38.6331,0.373801,31.0391
39.1753,0,30.3569
33.6242,0,30.6085
27.9044,0,30.1246
30.5509,0,30.0911
29.6108,0,29.8883
27.7305,0,27.8967
28.8104,0,30.3198
32.8939,0.0599712,45.988
26.7068,0.339837,53.8253
28.2092,0,139.635
34.742,0,150.618
27.1279,0,109.464
29.8809,50.8976,128.097
31.7406,4.80754,892.287
48.5343,33.7186,648.447
28.3652,9.18957,459.093
39.8569,22.3061,344.627
45.2522,50.3141,276.489
32.8308,112.299,565.291
37.713,448.705,410.824
31.8665,28.0825,366.298
56.474,18.5761,337.766
42.9855,5.90643,356.994
52.8491,47.4621,342.321
42.7068,39.4972,339.884
38.1799,187.306,296.889
52.2354,8.31819,645.789
38.7738,2.70543,441.947
33.6889,15.128,396.441
35.137,17.8681,399.038
37.7377,2.42182,360.101
44.3388,16.4555,349.77
48.8138,68.0739,445.748
164.756,84.385,873.262
85.907,30.1593,705.777
83.5935,18.3098,609.757
85.71,30.434,767.652
60.6266,134.859,753.486
100.693,70.3855,727.377
72.019,0.0399808,714.232
67.8236,1.9522,530.928
75.2236,2.27524,541.438
61.8159,0.276551,162.69
54.0155,1.82222,44.1221
52.5009,0,40.9243
41.2102,0.941031,43.1204
40.7429,0.265046,36.2315
38.4892,0.113279,36.5514
38.7336,0.0599712,37.3084
31.1089,0,37.6496
33.4194,0,38.4405
28.6298,0,38.7772
34.7181,0,39.6918
25.3966,0,39.5186
26.498,0,39.3875
30.175,0,39.4411
22.965,0,41.6727
31.0819,0,134.99
28.8643,0,255.228
29.8575,0,891.933
31.0733,0,869.08
29.4271,123.747,259.412
35.2053,34.3788,461.036
33.0149,92.6637,456.135
38.2044,10.7755,309.136
32.6777,44.076,277.092
32.5113,29.8641,922.5
45.146,9.89866,439.708
63.5093,23.95,659.218
57.3687,31.163,334.19
43.0952,8.29815,271.729
44.289,30.9668,126.744
41.2723,46.1358,241.237
45.1473,12.5459,212.206
49.9451,6.07272,665.091
49.3711,105.31,424.77
41.2772,5.85485,462.358
32.4965,40.308,443.508
30.7132,498.033,397
55.656,155.183,611.401
39.7666,20.3639,623.536
169.582,9.80063,652.236
112.059,116.802,756.715
64.3751,14.2287,671.676
78.2311,84.6524,818.687
85.8583,14.6771,781.076
79.6833,3.88204,911.241
70.8935,1.39376,898.7
71.3236,1.03646,671.864
69.7838,1.13049,499.928
50.4182,2.0014,36.6804
49.4672,5.87019,26.9697
46.2846,29.2882,23.1419
46.5549,204.274,26.2971
42.5032,5.75287,23.6469
36.1165,0.0192442,23.7264
35.1413,0,24.1854
30.5772,0,24.3619
28.6705,0,24.399
29.7589,0,24.7074
30.4993,0,24.598
27.5891,0,24.0054
29.8889,0,22.7579
25.5517,0,24.234
31.0195,0,32.7328
27.838,0,132.208
45.019,0,854.671
51.8233,0,800.316
40.9658,8.93422,284.596
83.4999,105.148,691.013
86.5421,3.67431,811.644
43.515,10.8271,396.944
41.345,34.2385,205.747
52.107,58.0799,185.951
50.3601,188.722,391.066
45.3414,37.4335,211.783
71.5266,20.5303,161.314
36.3598,204.344,120.596
45.6083,39.38,124.342
42.692,9.45373,116.732
49.4314,5.01765,112.842
74.6206,40.3251,120.751
34.5284,24.6942,576.714
53.9956,7.28914,229.665
35.7069,76.3618,279.78
34.6004,17.1034,268.837
35.8163,12.5944,261.639
56.3161,26.0255,253.391
50.6785,15.5043,366.455
64.6964,76.5342,335.096
47.1977,18.2565,417.534
64.1923,45.6067,353.071
54.6652,0.998247,411.02
63.7425,0.92274,402.788
52.8535,6.99342,398.005
57.5448,12.1114,380.716
56.1551,1.23609,235.692
49.2219,8.80065,182.711
56.8303,2.07838,33.6992
53.1282,90.4849,24.4338
57.853,435.29,21.5836
49.6089,0.0607776,24.7069
51.3062,56.7655,20.537
59.5929,0,20.5436
82.3982,2.65961,21.2893
75.8569,0,21.4971
40.0057,0,21.7813
62.7095,0,21.9255
91.5834,0,22.3082
38.4576,0,22.5357
38.0012,0,22.7617
33.8042,0,677.651
37.5901,0,684.673
32.1707,0,692.533
38.6238,2.65961,425.735
42.5231,0,371.977
46.004,0,420.892
35.2492,55.5174,577.726
36.0384,9.5972,420.737
42.4511,15.4261,244.707
36.507,59.1449,530.309
35.8684,93.6789,256.786
42.9808,48.7663,267.03
38.9994,65.9372,463.488
46.0508,132.167,316.562
40.0852,188.271,168.695
38.892,2.10151,137.671
42.3493,24.6172,114.05
123.557,19.7807,83.6547
113.348,33.1473,82.9323
59.6548,102.393,171.639
87.8428,18.5418,575.982
88.4087,91.8344,281.209
270.179,15.4648,279.343
221.344,5.28564,389.871
57.8989,471.484,363.533
52.7142,86.4202,460.129
50.0233,12.2766,660.664
65.1128,102.787,624.579
77.1863,243.892,610.312
73.6778,37.102,638.859
67.2622,57.2377,636.226
80.1338,3.11319,605.964
82.3268,39.3251,591.239
68.312,0.896794,575.214
78.4995,41.8419,403.661
77.0202,1.13049,27.1685
69.2044,2.0014,23.0157
67.684,4.67095,16.6658
50.4221,29.1623,16.9661
51.1175,0.218101,16.3238
49.7693,3.21271,16.4495
46.7293,0.0384885,17.6153
36.109,0,17.7366
44.9591,0,17.825
35.0384,0,17.9526
34.1792,0,17.728
39.857,0,17.6973
40.2722,0.0384885,17.9981
46.4772,0,683.268
40.0001,0,439.945
44.745,0,209.901
44.4309,0,332.972
38.5691,2.03421,430.337
57.091,8.75109,394.814
50.1083,3.21015,322.174
62.7802,46.9253,484.268
42.3164,36.1876,486.994
44.5828,612.404,372.759
34.1389,38.9959,210.436
32.5557,48.482,168.308
38.5307,34.2769,204.295
34.8381,35.1951,262.472
42.619,245.226,114.359
43.2272,188.059,102.278
133.535,84.3376,86.2719
250.008,40.1522,106.438
81.7809,16.0432,86.0495
56.7643,3.79834,112.055
41.637,16.8853,474.111
51.7479,88.0783,259.981
47.3554,3.74216,240.172
42.5842,13.9445,330.948
63.1922,19.3748,322.442
67.0179,173.696,310.861
72.4377,12.7418,350.608
38.3232,16.811,374.038
75.3683,93.5893,357.742
62.0572,46.8977,383.874
60.196,1.32203,367.321
71.5269,1.84167,343.285
59.057,7.06421,335.226
57.7292,0,345.151
57.161,2.34913,190.755
50.4825,0.265046,21.5069
51.6262,1.16228,19.2081
47.1475,11.5766,13.496
43.7391,2.71317,13.5857
41.3254,0.0399808,13.1234
37.3557,0,13.2035
40.3063,0,13.5485
48.4329,2.65961,13.955
46.1405,0,13.9616
43.2439,0,13.9955
41.8678,0,13.0353
61.2257,0,13.4515
44.1765,0,14.2067
45.6629,0,669.393
38.949,0,308.512
43.0705,0,330.488
45.8553,17.2984,424.159
48.8088,77.1097,459.683
49.2236,2.69959,296.628
64.9184,0.405423,460.886
32.0827,56.7655,503.156
24.5993,524.629,182.982
43.7858,17.5659,178.869
31.4188,13.0195,116.266
53.8551,18.3653,112.857
42.456,47.0638,79.3583
30.1377,208.503,37.471
43.6386,36.0564,40.6768
31.0551,54.7087,25.4686
46.9482,36.2704,24.3223
53.103,166.435,30.4217
40.5828,86.9905,49.282
69.8444,38.5484,319.806
59.335,19.0164,118.887
50.9382,8.1338,209.486
39.2669,9.9517,168.512
42.6915,3.65099,208.642
44.093,35.3845,192.027
54.591,4.18316,300.71
48.9315,92.3847,292.036
55.7468,133.575,337.059
103.149,97.1243,668.339
75.139,93.9107,505.992
116.178,8.27205,475.681
84.6457,15.4054,474.62
76.7708,0.365442,682.207
81.8889,0.0384885,432.684
