irradiance_diffuse (W/m2),wind_speed (m/s),ambient_temp,solar electricity,wind electricity
0.019,5.435,8.124,0.021,0.164
0.054,5.389,11.023,0.184,0.16
0.067,4.837,12.982,0.384,0.114
0.074,4.884,14.855,0.546,0.118
0.081,5.312,16.44,0.655,0.154
0.085,5.832,17.475,0.714,0.203
0.087,6.374,18.103,0.724,0.264
0.086,6.769,18.383,0.686,0.311
0.082,7.01,18.365,0.599,0.343
0.076,6.934,18.117,0.462,0.333
0.067,6.435,17.574,0.281,0.271
0.046,6.543,16.016,0.089,0.283
0.004,7.449,13.94,0,0.401
0,8.281,13.555,0,0.516
0,8.707,13.426,0,0.573
0,8.77,13.066,0,0.58
0,8.753,12.521,0,0.578
0,8.768,11.971,0,0.58
0,8.741,11.455,0,0.578
0,8.682,10.909,0,0.569
0,8.693,10.41,0,0.571
0,8.723,9.976,0,0.574
0,8.796,9.648,0,0.585
0,8.872,9.409,0,0.594
0.017,8.906,9.458,0.018,0.599
0.053,8.561,10.533,0.181,0.553
0.064,8.174,12.211,0.389,0.501
0.071,8.934,14.152,0.556,0.602
0.076,9.462,15.762,0.668,0.668
0.08,9.736,16.911,0.727,0.699
0.083,9.786,17.679,0.732,0.704
0.085,9.606,18.135,0.687,0.684
0.084,9.317,18.27,0.591,0.65
0.082,8.932,18.112,0.444,0.601
0.074,8.744,17.54,0.259,0.578
0.047,8.537,16.231,0.075,0.55
0.003,8.791,14.618,0,0.583
0,8.864,14.043,0,0.593
0,8.58,13.36,0,0.556
0,8.346,12.687,0,0.524
0,8.094,12.027,0,0.489
0,7.912,11.739,0,0.464
0,7.63,11.522,0,0.425
0,7.369,11.391,0,0.391
0,7.22,11.354,0,0.37
0,7.232,11.335,0,0.371
0,7.345,11.31,0,0.387
0,7.496,11.333,0,0.407
0.007,7.624,11.44,0.001,0.425
0.059,7.575,12.069,0.047,0.418
0.125,7.444,13.361,0.125,0.4
0.145,7.29,14.62,0.136,0.379
0.134,7.182,15.393,0.118,0.365
0.185,7.194,16.091,0.176,0.367
0.242,7.193,16.959,0.27,0.367
0.232,7.005,17.517,0.26,0.342
0.166,6.61,17.422,0.158,0.291
0.114,5.911,17.079,0.098,0.211
0.081,5.19,16.748,0.067,0.142
0.029,5.144,15.882,0.016,0.138
0.001,5.231,14.893,0,0.146
0,5.354,14.558,0,0.157
0,5.554,14.334,0,0.176
0,5.601,14.118,0,0.18
0,5.597,13.892,0,0.18
0,5.579,13.717,0,0.179
0,5.628,13.517,0,0.183
0,5.873,13.288,0,0.207
0,6.244,13.146,0,0.249
0,6.678,13.042,0,0.3
0,7.044,12.893,0,0.346
0,7.157,12.66,0,0.362
0.012,7.195,12.659,0.005,0.367
0.071,6.627,13.181,0.074,0.294
0.13,6.93,13.736,0.185,0.332
0.166,7.451,14.157,0.336,0.401
0.179,7.691,14.523,0.468,0.433
0.202,7.766,14.757,0.487,0.444
0.221,7.771,14.888,0.454,0.445
0.227,7.976,14.879,0.362,0.473
0.181,8.301,14.558,0.199,0.519
0.124,8.307,14.267,0.117,0.519
0.076,8.619,13.97,0.063,0.56
0.033,9.255,13.558,0.021,0.643
0.001,9.756,13.132,0,0.701
0,9.98,12.925,0,0.725
0,9.987,12.926,0,0.726
0,9.63,12.977,0,0.687
0,9.063,13.132,0,0.618
0,9.047,13.556,0,0.617
0,8.291,13.849,0,0.516
0,7.925,14.043,0,0.466
0,7.709,14.176,0,0.436
0,7.395,14.075,0,0.394
0,7.198,13.7,0,0.367
0,7.149,13.406,0,0.361
0.011,6.996,13.449,0.004,0.341
0.062,6.607,14.283,0.052,0.291
0.109,6.001,14.823,0.102,0.221
0.163,6.031,15.428,0.167,0.225
0.194,6.032,15.964,0.2,0.225
0.202,5.923,16.352,0.202,0.213
0.204,5.663,16.646,0.201,0.186
0.164,5.248,16.697,0.15,0.147
0.115,4.821,16.522,0.097,0.112
0.091,4.659,16.293,0.074,0.101
0.061,4.647,15.825,0.046,0.1
0.023,4.74,14.919,0.012,0.106
0.001,4.877,14.113,0,0.117
0,4.868,13.751,0,0.117
0,4.724,13.473,0,0.105
0,4.503,13.181,0,0.09
0,4.197,12.961,0,0.07
0,3.845,12.716,0,0.051
0,3.456,12.369,0,0.033
0,3.02,12.083,0,0.018
0,2.687,11.933,0,0.01
0,2.602,11.882,0,0.008
0,2.51,11.877,0,0.007
0,2.257,11.957,0,0.003
0.006,2.645,12.1,0,0.009
0.04,3.186,12.697,0.027,0.023
0.082,3.503,13.386,0.068,0.035
0.129,3.793,13.969,0.119,0.048
0.167,4.087,14.509,0.163,0.064
0.207,4.361,15.057,0.221,0.08
0.236,4.736,15.628,0.289,0.106
0.228,5.091,15.994,0.296,0.134
0.195,5.399,16.032,0.237,0.161
0.155,5.775,15.9,0.188,0.198
0.108,5.972,15.558,0.138,0.219
0.044,6.43,14.657,0.041,0.27
0.001,7.085,13.317,0,0.352
0,7.532,13.172,0,0.413
0,7.779,13.2,0,0.447
0,8.146,13.259,0,0.497
0,8.518,13.409,0,0.547
0,8.634,13.527,0,0.562
0,8.713,13.618,0,0.574
0,8.84,13.763,0,0.59
0,8.547,13.858,0,0.552
0,8.112,13.653,0,0.492
0,7.99,12.941,0,0.476
0,7.9,12.203,0,0.463
0.008,7.721,11.557,0.002,0.438
0.061,7.608,11.573,0.058,0.422
0.12,7.867,11.902,0.15,0.458
0.159,8.116,12.503,0.336,0.493
0.146,8.554,13.362,0.541,0.552
0.177,9.096,14.064,0.546,0.622
0.229,9.455,14.191,0.371,0.667
0.194,9.358,13.764,0.213,0.655
0.143,8.889,13.294,0.139,0.596
0.152,8.688,13.266,0.184,0.571
0.096,8.274,13.089,0.104,0.514
0.031,8.485,12.648,0.021,0.543
0,8.779,12.371,0,0.583
0,8.918,12.226,0,0.601
0,8.596,11.97,0,0.557
0,8.273,11.663,0,0.514
0,7.83,11.259,0,0.454
0,7.724,11.031,0,0.438
0,7.627,10.889,0,0.425
0,7.451,10.696,0,0.401
0,7.45,10.444,0,0.401
0,7.349,10.174,0,0.388
0,7.112,9.928,0,0.356
0,6.871,9.687,0,0.325
0.008,6.515,9.577,0.002,0.28
0.059,5.82,10.431,0.052,0.202
0.105,4.993,11.103,0.101,0.126
0.156,4.277,11.485,0.163,0.075
0.175,3.572,11.701,0.178,0.038
0.162,2.902,11.72,0.153,0.015
0.163,3.444,11.618,0.153,0.033
0.16,4.743,11.567,0.15,0.107
0.138,5.669,11.509,0.127,0.187
0.113,6.01,11.463,0.103,0.223
0.089,6.204,11.34,0.084,0.244
0.033,6.639,10.799,0.023,0.295
0,6.997,10.018,0,0.341
0,7.009,9.872,0,0.343
0,7.014,9.762,0,0.343
0,7.212,9.733,0,0.369
0,7.027,9.852,0,0.344
0,6.49,9.859,0,0.278
0,6.072,9.696,0,0.229
0,5.474,9.562,0,0.168
0,4.41,9.607,0,0.084
0,3.676,9.644,0,0.043
0,4.28,9.278,0,0.076
0,5.099,8.968,0,0.135
0.006,5.579,8.815,0.001,0.179
0.056,5.669,9.877,0.057,0.187
0.112,5.615,10.841,0.162,0.181
0.141,6.048,11.738,0.348,0.227
0.128,6.334,12.629,0.543,0.259
0.129,6.519,13.288,0.616,0.28
0.131,6.494,13.657,0.627,0.278
0.125,6.242,13.874,0.599,0.249
0.115,5.924,13.9,0.52,0.213
0.104,5.366,13.716,0.384,0.158
0.091,4.601,13.19,0.163,0.096
0.03,3.94,11.958,0.023,0.056
0,2.958,11.23,0,0.016
0,3.187,10.966,0,0.023
0,4.164,10.391,0,0.068
0,4.909,9.778,0,0.119
0,5.428,9.384,0,0.164
0,6.1,9.347,0,0.233
0,6.865,9.647,0,0.324
0,7.297,9.851,0,0.38
0,7.595,9.618,0,0.421
0,7.734,9.423,0,0.44
0,7.847,9.358,0,0.456
0,7.688,9.281,0,0.433
0.003,7.85,9.367,0,0.457
0.032,7.668,9.752,0.02,0.432
0.076,7.406,10.339,0.064,0.395
0.113,7.617,10.935,0.102,0.424
0.137,7.328,11.386,0.127,0.385
0.161,7.051,11.811,0.156,0.347
0.204,6.881,12.348,0.227,0.325
0.214,6.853,13.08,0.377,0.323
0.155,6.742,13.658,0.45,0.309
0.113,6.466,13.799,0.383,0.274
0.088,5.757,13.424,0.204,0.195
0.033,5.479,11.897,0.037,0.168
0,5.427,10.712,0,0.163
0,5.234,10.398,0,0.146
0,5.064,10.101,0,0.132
0,4.987,9.818,0,0.125
0,5.19,9.336,0,0.142
0,5.235,8.781,0,0.146
0,5.237,8.324,0,0.146
0,4.996,8.129,0,0.126
0,4.992,8.081,0,0.126
0,5.092,8.076,0,0.134
0,5.095,8.02,0,0.134
0,4.954,7.94,0,0.123
0.006,4.442,8.05,0.001,0.086
0.06,3.993,9.256,0.076,0.059
0.107,3.535,10.826,0.255,0.036
0.13,3.034,12.067,0.424,0.018
0.186,2.468,13.1,0.418,0.006
0.217,2.476,13.553,0.281,0.006
0.21,2.995,13.764,0.234,0.017
0.174,3.189,13.77,0.174,0.023
0.111,3.776,13.464,0.096,0.047
0.059,4.244,12.839,0.043,0.073
0.027,5.143,11.891,0.015,0.138
0.007,6.47,11.181,0.001,0.274
0,7.635,10.676,0,0.426
0,8.301,10.087,0,0.519
0,8.62,9.517,0,0.56
0,8.859,9.04,0,0.592
0,9.094,8.631,0,0.622
0,9.507,8.206,0,0.673
0,9.988,7.799,0,0.726
0,10.208,7.452,0,0.75
0,10.262,7.211,0,0.754
0,10.19,7.01,0,0.748
0,10.037,6.79,0,0.731
0,9.741,6.546,0,0.7
0.002,9.441,6.326,0,0.666
0.027,9.221,6.341,0.016,0.638
0.098,9.033,6.805,0.116,0.615
0.12,9.466,7.845,0.403,0.668
0.095,9.334,8.892,0.619,0.652
0.09,8.599,9.737,0.707,0.558
0.087,7.774,10.352,0.733,0.445
0.084,7.146,10.689,0.7,0.361
0.082,6.781,10.745,0.598,0.313
0.079,6.525,10.552,0.438,0.281
0.07,6.157,10.031,0.223,0.238
0.027,5.991,8.358,0.043,0.22
0,6.057,6.997,0,0.227
0,6.23,6.81,0,0.247
0,6.48,6.385,0,0.277
0,6.684,5.946,0,0.301
0,6.692,5.363,0,0.302
0,6.513,4.666,0,0.28
0,6.272,3.928,0,0.251
0,6.06,3.363,0,0.227
0,5.981,2.96,0,0.22
0,6.021,2.667,0,0.223
0,6.288,2.509,0,0.253
0,6.702,2.518,0,0.303
0.004,6.943,2.656,0.001,0.334
0.042,6.889,4.636,0.132,0.328
0.058,6.207,7.055,0.352,0.245
0.067,6.52,8.53,0.531,0.28
0.073,6.449,9.581,0.653,0.272
0.077,6.066,10.342,0.719,0.228
0.081,5.645,10.87,0.724,0.184
0.079,5.334,11.156,0.686,0.155
0.073,5.144,11.176,0.6,0.138
0.067,5.094,10.915,0.452,0.134
0.06,5.281,10.253,0.241,0.151
0.024,5.638,8.295,0.036,0.184
0,5.609,6.975,0,0.181
0,5.211,6.588,0,0.144
0,4.409,6.528,0,0.084
0,3.602,6.858,0,0.039
0,3.014,6.996,0,0.018
0,2.584,6.911,0,0.008
0,2.706,6.589,0,0.01
0,3.178,6.036,0,0.023
0,3.935,5.21,0,0.055
0,4.752,4.598,0,0.107
0,5.501,4.555,0,0.17
0,6.248,4.823,0,0.249
0.003,6.778,5.145,0,0.312
0.039,7.089,6.058,0.03,0.352
0.105,7.192,7.105,0.115,0.367
0.153,7.673,8.103,0.178,0.432
0.172,8.76,8.842,0.185,0.58
0.166,9.395,8.984,0.164,0.66
0.151,9.699,8.909,0.143,0.695
0.142,9.885,8.87,0.134,0.715
0.133,10.144,8.925,0.126,0.743
0.105,10.332,8.91,0.098,0.762
0.067,10.486,8.66,0.059,0.776
0.015,10.754,8.169,0.006,0.799
0,10.926,7.904,0,0.813
0,10.978,7.909,0,0.817
0,10.669,7.949,0,0.792
0,10.256,8.087,0,0.753
0,8.968,8.307,0,0.606
0,7.259,8.344,0,0.376
0,5.993,8.226,0,0.22
0,5.36,8.148,0,0.157
0,4.987,8.128,0,0.125
0,4.986,8.218,0,0.125
0,5.363,8.233,0,0.158
0,5.944,8.088,0,0.215
0.001,6.641,8.011,0,0.295
0.038,7.283,8.64,0.031,0.379
0.095,7.69,9.373,0.109,0.433
0.146,8.696,10.156,0.208,0.571
0.176,9.602,10.994,0.361,0.684
0.191,9.303,11.737,0.397,0.648
0.184,9.186,12.297,0.457,0.634
0.159,9.445,12.583,0.487,0.666
0.14,9.098,12.602,0.426,0.623
0.119,8.398,12.314,0.287,0.532
0.079,7.545,11.636,0.153,0.413
0.022,7.27,10.177,0.022,0.376
0,7.299,8.688,0,0.38
0,7.227,8.05,0,0.371
0,7.146,8.215,0,0.361
0,6.598,8.155,0,0.291
0,6.325,8.01,0,0.258
0,6.4,8.03,0,0.266
0,6.62,8.01,0,0.294
0,6.846,7.972,0,0.322
0,6.906,8.112,0,0.329
0,6.773,8.154,0,0.312
0,6.917,8.248,0,0.331
0,7.036,8.29,0,0.345
0.001,7.108,8.311,0,0.355
0.018,7.067,8.523,0.008,0.349
0.045,7.123,9.041,0.031,0.358
0.069,7.104,9.57,0.053,0.355
0.099,7.429,10.134,0.083,0.398
0.139,8.115,10.773,0.126,0.493
0.176,8.693,11.429,0.172,0.571
0.192,8.935,12.028,0.203,0.602
0.15,8.853,12.282,0.147,0.591
0.093,8.731,12.147,0.08,0.575
0.03,9.02,11.728,0.017,0.613
0.004,9.269,11.354,0,0.644
0,9.468,11.134,0,0.668
0,9.754,10.968,0,0.701
0,10.123,10.813,0,0.74
0,10.057,10.625,0,0.733
0,9.94,10.452,0,0.722
0,9.693,10.306,0,0.695
0,9.133,10.233,0,0.627
0,8.111,10.165,0,0.491
0,6.997,10.092,0,0.341
0,5.911,9.979,0,0.211
0,4.913,9.822,0,0.12
0,3.703,9.727,0,0.044
0,4.172,9.543,0,0.069
0.012,5.098,9.574,0.004,0.134
0.041,5.584,9.773,0.027,0.179
0.092,5.984,9.958,0.079,0.22
0.161,6.237,10.3,0.166,0.248
0.207,6.291,10.809,0.247,0.253
0.204,6.476,11.17,0.235,0.276
0.192,6.874,11.398,0.218,0.325
0.158,6.799,11.443,0.168,0.315
0.106,6.126,11.299,0.1,0.235
0.06,5.826,10.932,0.05,0.203
0.014,7.025,10.099,0.006,0.344
0,7.349,9.265,0,0.388
0,7.007,9.12,0,0.343
0,6.98,9.076,0,0.338
0,7.872,9.153,0,0.459
0,8.212,9.189,0,0.505
0,8.499,9.387,0,0.544
0,8.543,9.701,0,0.55
0,8.852,10.036,0,0.591
0,9.646,10.376,0,0.689
0,10.693,10.807,0,0.794
0,11.805,10.909,0,0.873
0,12.828,10.854,0,0.923
0,13.723,10.579,0,0.952
0.007,13.696,10.385,0.001,0.951
0.02,13.581,10.425,0.009,0.948
0.028,13.268,10.676,0.016,0.938
0.03,12.533,11.147,0.017,0.91
0.077,11.209,11.973,0.06,0.834
0.191,10.32,13,0.208,0.76
0.195,9.944,13.712,0.396,0.722
0.128,9.583,13.839,0.486,0.682
0.104,9.295,13.602,0.361,0.647
0.078,9.127,12.977,0.141,0.626
0.016,9.326,12.069,0.01,0.651
0,9.501,11.539,0,0.672
0,9.733,11.37,0,0.699
0,9.586,11.081,0,0.682
0,9.059,10.562,0,0.618
0,9.038,10.255,0,0.615
0,9.456,10.213,0,0.667
0,9.936,10.208,0,0.721
0,10.367,10.208,0,0.765
0,10.361,10.14,0,0.764
0,10.391,10.045,0,0.766
0,10.508,10.029,0,0.777
0,10.928,10.014,0,0.813
0,11.134,9.908,0,0.829
0.037,11.153,9.77,0.037,0.831
0.092,11.134,10.03,0.187,0.829
0.101,11.46,10.485,0.423,0.852
0.108,12.132,10.955,0.555,0.891
0.124,12.709,11.38,0.601,0.918
0.161,13.06,11.649,0.519,0.931
0.192,13.073,11.637,0.321,0.932
0.115,12.573,11.267,0.11,0.912
0.07,12.074,10.894,0.058,0.888
0.05,11.531,10.631,0.04,0.857
0.008,11.252,10.28,0.002,0.838
0,11.133,10.034,0,0.829
0,11.127,9.889,0,0.829
0,11.119,9.672,0,0.829
0,11.171,9.521,0,0.832
0,11.154,9.412,0,0.831
0,11.13,9.322,0,0.829
0,11.033,9.294,0,0.821
0,10.982,9.241,0,0.818
0,10.926,9.105,0,0.813
0,10.809,8.936,0,0.803
0,10.644,8.781,0,0.79
0,10.546,8.635,0,0.781
0,10.307,8.522,0,0.758
0.03,9.998,8.593,0.022,0.727
0.093,10.167,9.005,0.12,0.745
0.142,10.371,9.48,0.234,0.765
0.172,10.76,9.995,0.351,0.8
0.193,11.065,10.348,0.385,0.824
0.205,11.119,10.508,0.312,0.829
0.168,10.973,10.46,0.186,0.817
0.122,10.817,10.307,0.118,0.804
0.102,10.659,10.146,0.102,0.791
0.062,10.63,9.842,0.061,0.788
0.011,10.609,9.365,0.005,0.786
0,10.691,9.056,0,0.793
0,10.877,8.92,0,0.809
0,11.13,8.887,0,0.829
0,11.366,8.88,0,0.846
0,11.548,8.923,0,0.858
0,11.707,8.966,0,0.867
0,11.82,9.037,0,0.874
0,11.747,9.103,0,0.87
0,11.563,9.092,0,0.859
0,11.192,9.088,0,0.833
0,10.798,9.128,0,0.802
0,10.383,9.065,0,0.766
0,9.92,8.914,0,0.72
0.033,9.355,8.934,0.028,0.654
0.095,8.841,9.468,0.154,0.59
0.142,8.738,10.009,0.267,0.577
0.178,8.971,10.322,0.262,0.606
0.193,9.17,10.468,0.237,0.633
0.163,9.308,10.321,0.165,0.649
0.098,9.242,10.125,0.084,0.642
0.061,9.383,10.535,0.046,0.658
0.067,10.53,11.557,0.053,0.779
0.064,11.304,12.174,0.066,0.841
0.011,11.554,11.828,0.005,0.858
0,11.363,11.506,0,0.845
0,11.07,11.369,0,0.824
0,10.81,11.422,0,0.804
0,11.01,11.292,0,0.82
0,11.368,11.052,0,0.846
0,11.432,10.825,0,0.85
0,11.324,10.501,0,0.843
0,11.226,10.175,0,0.836
0,11.036,9.921,0,0.822
0,10.771,9.697,0,0.8
0,10.571,9.541,0,0.783
0,10.407,9.413,0,0.768
0,10.187,9.265,0,0.747
0.031,9.795,9.291,0.037,0.705
0.082,9.586,9.674,0.166,0.682
0.111,9.768,10.069,0.323,0.702
0.097,10.229,10.621,0.55,0.751
0.099,10.672,11.132,0.624,0.792
0.104,11.021,11.47,0.63,0.82
0.104,11.282,11.641,0.583,0.84
0.107,11.323,11.686,0.47,0.843
0.107,10.84,11.356,0.19,0.806
0.063,10.64,10.865,0.109,0.789
0.009,10.738,10.131,0.005,0.798
0,10.838,9.728,0,0.806
0,10.88,9.504,0,0.809
0,10.866,9.272,0,0.809
0,10.586,8.999,0,0.785
0,10.143,8.828,0,0.743
0,9.504,8.737,0,0.673
0,8.953,8.728,0,0.604
0,8.302,8.555,0,0.519
0,7.743,8.222,0,0.442
0,7.422,8.016,0,0.398
0,7.498,7.99,0,0.407
0,7.513,7.95,0,0.41
0,7.423,7.788,0,0.398
0.028,7.209,7.868,0.027,0.368
0.084,6.944,8.541,0.137,0.334
0.12,7.494,9.131,0.298,0.407
0.13,7.659,9.8,0.455,0.43
0.138,7.606,10.374,0.524,0.422
0.152,7.461,10.71,0.499,0.402
0.159,7.14,10.812,0.416,0.36
0.147,7.025,10.716,0.307,0.344
0.113,6.69,10.407,0.176,0.302
0.055,6.003,9.79,0.059,0.222
0.007,5.906,8.564,0.001,0.211
0,5.916,7.96,0,0.212
0,5.957,7.607,0,0.217
0,5.872,7.387,0,0.207
0,5.731,7.329,0,0.193
0,5.548,7.441,0,0.176
0,5.451,7.555,0,0.167
0,5.43,7.617,0,0.164
0,5.375,7.614,0,0.159
0,5.239,7.595,0,0.147
0,5.15,7.477,0,0.139
0,5.27,7.258,0,0.149
0,5.457,7.161,0,0.167
0,5.764,7.185,0,0.196
0.013,6.032,7.562,0.005,0.225
0.043,5.909,8.314,0.03,0.211
0.077,5.388,8.78,0.063,0.16
0.101,4.904,9.088,0.087,0.119
0.13,4.786,9.569,0.118,0.11
0.118,4.597,9.939,0.103,0.096
0.091,4.283,9.988,0.075,0.076
0.073,3.872,9.902,0.057,0.053
0.047,3.455,9.666,0.033,0.033
0.022,3.076,9.246,0.011,0.019
0.003,3.128,8.713,0,0.021
0,4.206,8.291,0,0.071
0,5.37,8.098,0,0.158
0,6.206,8.012,0,0.244
0,6.306,7.783,0,0.255
0,6.24,7.57,0,0.249
0,6.17,7.564,0,0.241
0,6.206,7.682,0,0.244
0,5.878,7.427,0,0.208
0,5.43,7.092,0,0.164
0,4.847,6.802,0,0.114
0,4.249,6.538,0,0.073
0,4.16,6.151,0,0.068
0,4.332,5.931,0,0.078
0.022,4.544,6.063,0.017,0.093
0.082,4.874,7.798,0.116,0.117
0.129,4.814,9.257,0.221,0.112
0.164,4.792,10.351,0.294,0.111
0.182,5.105,11.161,0.305,0.135
0.184,5.483,11.757,0.384,0.169
0.175,5.845,12.117,0.343,0.205
0.152,6.102,12.123,0.231,0.233
0.104,5.848,11.775,0.122,0.205
0.045,5.962,10.812,0.039,0.218
0.004,6.519,9.581,0,0.28
0,6.823,9.228,0,0.318
0,6.773,9.035,0,0.312
0,6.546,8.839,0,0.284
0,6.308,8.654,0,0.255
0,5.972,8.518,0,0.219
0,5.625,8.358,0,0.182
0,5.241,8.109,0,0.147
0,4.875,7.844,0,0.117
0,4.46,7.576,0,0.087
0,4.152,7.237,0,0.068
0,3.947,6.977,0,0.056
0,3.747,6.747,0,0.046
0,3.707,6.508,0,0.044
0.017,3.803,6.526,0.011,0.049
0.068,3.864,7.141,0.074,0.052
0.116,3.93,7.733,0.15,0.055
0.15,4.348,8.884,0.246,0.079
0.114,4.52,10.499,0.581,0.091
0.104,4.759,11.591,0.617,0.108
0.114,5.191,12.102,0.531,0.143
0.107,5.528,12.263,0.433,0.174
0.09,5.583,12.039,0.292,0.179
0.054,5.553,11.078,0.106,0.176
0.005,6.367,9.31,0.001,0.263
0,7.167,9.045,0,0.363
0,7.582,9.508,0,0.42
0,7.581,9.784,0,0.42
0,7.79,9.923,0,0.447
0,7.999,10.058,0,0.476
0,8.294,10.074,0,0.517
0,8.473,9.963,0,0.541
0,8.429,9.607,0,0.535
0,8.57,9.469,0,0.555
0,8.574,9.265,0,0.556
0,8.414,9.07,0,0.533
0,7.958,9.073,0,0.47
0,6.975,9.195,0,0.337
0.008,5.769,9.31,0.002,0.197
0.05,5.818,9.865,0.041,0.202
0.108,7.333,10.351,0.126,0.386
0.15,8.488,10.577,0.289,0.544
0.137,8.516,10.834,0.481,0.547
0.106,8.18,11.197,0.603,0.501
0.089,7.702,11.39,0.612,0.435
0.083,7.138,11.288,0.515,0.36
0.074,6.511,10.889,0.351,0.279
0.05,6.087,9.764,0.15,0.231
0.005,6.041,7.685,0.001,0.226
0,6.089,7.014,0,0.231
0,6.319,6.886,0,0.257
0,6.672,6.894,0,0.3
0,6.873,6.797,0,0.325
0,6.944,6.502,0,0.334
0,7.152,6.261,0,0.362
0,7.342,6.122,0,0.386
0,7.353,5.96,0,0.388
0,7.4,5.827,0,0.395
0,7.625,5.866,0,0.425
0,7.917,6.118,0,0.465
0,8.156,6.489,0,0.498
0,8.32,6.987,0,0.521
0.016,8.253,7.761,0.01,0.511
0.068,8.091,9.188,0.07,0.489
0.115,7.979,10.091,0.137,0.473
0.162,8.309,10.847,0.267,0.519
0.18,8.831,11.327,0.349,0.59
0.189,9.057,11.427,0.309,0.618
0.162,8.921,11.225,0.194,0.601
0.131,8.646,11.007,0.144,0.565
0.076,8.691,10.677,0.068,0.571
0.02,9.046,10.241,0.01,0.617
0.001,9.352,9.95,0,0.654
0,9.454,9.849,0,0.667
0,8.845,9.801,0,0.59
0,8.141,9.724,0,0.495
0,7.886,9.568,0,0.46
0,7.508,9.238,0,0.409
0,7.029,8.451,0,0.344
0,6.614,7.851,0,0.292
0,6.169,7.458,0,0.24
0,5.865,7.243,0,0.207
0,5.617,7.309,0,0.182
0,5.553,7.364,0,0.176
0,5.467,7.405,0,0.167
0,5.187,7.269,0,0.142
0.012,4.953,7.346,0.005,0.123
0.062,4.455,8.361,0.062,0.086
0.115,3.835,9.035,0.151,0.05
0.156,3.625,9.806,0.262,0.041
0.175,3.698,10.246,0.301,0.044
0.179,3.807,10.408,0.28,0.049
0.167,3.881,10.468,0.25,0.053
0.143,3.94,10.437,0.236,0.056
0.101,3.941,10.152,0.154,0.056
0.046,4.009,9.093,0.057,0.059
0.003,4.096,7.717,0,0.064
0,4.266,7.152,0,0.074
0,4.608,6.713,0,0.097
0,4.98,6.43,0,0.125
0,5.306,6.427,0,0.153
0,5.662,6.489,0,0.186
0,5.995,6.605,0,0.22
0,6.12,6.694,0,0.234
0,6.26,6.801,0,0.251
0,6.441,6.888,0,0.272
0,6.614,6.981,0,0.292
0,6.747,6.988,0,0.31
0,6.766,7.095,0,0.311
0,7.175,7.312,0,0.364
0.006,8,7.682,0,0.476
0.027,8.33,7.986,0.015,0.523
0.056,8.073,8.247,0.042,0.486
0.095,7.84,8.586,0.083,0.454
0.135,7.895,8.985,0.133,0.462
0.162,8.303,9.391,0.177,0.519
0.16,8.486,9.676,0.187,0.543
0.135,8.186,9.826,0.158,0.502
0.097,7.816,9.755,0.117,0.451
0.048,7.613,9.06,0.063,0.423
0.002,7.651,7.624,0,0.429
0,7.685,7.001,0,0.433
0,7.623,6.535,0,0.425
0,7.606,6.115,0,0.422
0,7.716,5.812,0,0.437
0,7.849,5.691,0,0.456
0,7.906,5.636,0,0.464
0,7.865,5.543,0,0.458
0,7.861,5.343,0,0.457
0,7.886,5.065,0,0.46
0,7.972,4.826,0,0.472
0,7.927,4.573,0,0.466
0,7.974,4.424,0,0.472
0,7.936,4.279,0,0.467
0.013,7.965,4.303,0.015,0.471
0.058,7.64,5.22,0.182,0.428
0.072,7.5,6.346,0.403,0.407
0.081,7.888,7.467,0.537,0.461
0.086,8.088,8.37,0.61,0.488
0.09,7.972,9.069,0.619,0.472
0.1,7.676,9.471,0.534,0.432
0.104,7.242,9.544,0.389,0.374
0.087,6.738,9.204,0.218,0.308
0.042,6.711,8.16,0.074,0.305
0.001,7.148,6.796,0,0.361
0,7.462,6.326,0,0.402
0,7.291,5.406,0,0.379
0,6.911,4.471,0,0.329
0,6.573,3.77,0,0.287
0,6.482,3.279,0,0.277
0,6.526,2.911,0,0.281
0,6.446,2.539,0,0.272
0,6.336,2.139,0,0.259
0,6.176,2.105,0,0.241
0,5.696,2.32,0,0.19
0,5.143,2.32,0,0.138
0,4.7,2.342,0,0.103
0,4.291,2.202,0,0.076
0.01,3.959,2.224,0.006,0.057
0.061,3.602,3.045,0.082,0.039
0.109,3.081,4.024,0.203,0.02
0.135,2.224,5.427,0.324,0.003
0.13,3.162,7.467,0.47,0.022
0.102,4.084,8.465,0.6,0.064
0.107,4.606,8.76,0.526,0.097
0.114,4.861,8.725,0.361,0.116
0.09,5.09,8.384,0.163,0.134
0.038,5.615,7.427,0.051,0.181
0.001,6.257,6.289,0,0.25
0,6.724,6.263,0,0.306
0,7.136,6.439,0,0.359
0,7.442,6.687,0,0.4
0,7.615,6.894,0,0.424
0,7.78,6.948,0,0.447
0,8.012,7.039,0,0.479
0,8.364,7.066,0,0.526
0,8.499,7.059,0,0.544
0,8.372,6.99,0,0.527
0,8.301,7.072,0,0.519
0,8.1,7.146,0,0.491
0,8.106,7.221,0,0.491
0,8.156,7.255,0,0.498
0.007,8.278,7.368,0.001,0.515
0.05,8.163,7.842,0.044,0.499
0.096,8.182,8.419,0.1,0.501
0.142,8.647,8.994,0.177,0.565
0.172,8.804,9.518,0.256,0.586
0.175,8.866,9.862,0.259,0.593
0.161,8.895,9.973,0.218,0.597
0.126,8.835,9.879,0.151,0.59
0.073,8.593,9.587,0.071,0.557
0.025,8.509,9.174,0.017,0.547
